Date,Price,Daily Return,Rolling Volatility (30D)
1981-01-27 05:00:00+00:00,0.110007152,-0.0077516169056839335,0.6231104297357223
1981-01-28 05:00:00+00:00,0.106569573,-0.031248686449040997,0.6094299952973863
1981-01-29 05:00:00+00:00,0.102702439,-0.03628741198015306,0.5765432675206513
1981-01-30 05:00:00+00:00,0.097115703,-0.054397305988030276,0.5996447131112665
1981-02-02 05:00:00+00:00,0.091529764,-0.057518391232775135,0.6199025577469692
1981-02-03 05:00:00+00:00,0.094967291,0.03755638439098341,0.6035795482884543
1981-02-04 05:00:00+00:00,0.098404765,0.036196399452944394,0.5958629215202672
1981-02-05 05:00:00+00:00,0.098404765,0.0,0.581994327222892
1981-02-06 05:00:00+00:00,0.098834477,0.004366780409464921,0.5590759093376759
1981-02-09 05:00:00+00:00,0.093678221,-0.0521706205821274,0.49736539244688593
1981-02-10 05:00:00+00:00,0.093678221,0.0,0.4935172385606239
1981-02-11 05:00:00+00:00,0.090670407,-0.032107932536421746,0.49616270600023304
1981-02-12 05:00:00+00:00,0.089810252,-0.009486612318835186,0.4927393228515101
1981-02-13 05:00:00+00:00,0.087661818,-0.02392192374652269,0.49118911947103383
1981-02-17 05:00:00+00:00,0.089810252,0.024508207210578226,0.49944621587355453
1981-02-18 05:00:00+00:00,0.093678221,0.0430682345708151,0.5083101598395735
1981-02-19 05:00:00+00:00,0.088091493,-0.059637426291432205,0.5214389802408073
1981-02-20 05:00:00+00:00,0.083364904,-0.05365545342726796,0.5382736135355419
1981-02-23 05:00:00+00:00,0.084654003,0.015463329748451438,0.5116732191822693
1981-02-24 05:00:00+00:00,0.081646174,-0.035530853750649016,0.5178269690153493
1981-02-25 05:00:00+00:00,0.086802423,0.0631535900261535,0.5517214537471399
1981-02-26 05:00:00+00:00,0.088091493,0.01485062231500156,0.5542536440505524
1981-02-27 05:00:00+00:00,0.091100059,0.03415274162738946,0.5611896420378758
1981-03-02 05:00:00+00:00,0.091529764,0.004716846560988586,0.5617843442710001
1981-03-03 05:00:00+00:00,0.090240717,-0.014083364183043234,0.527409560159154
1981-03-04 05:00:00+00:00,0.08938054,-0.009532027543619814,0.522783510512282
1981-03-05 05:00:00+00:00,0.08895082,-0.004807757930305523,0.5170517200349851
1981-03-06 05:00:00+00:00,0.088091493,-0.009660697900255366,0.5140696351987685
1981-03-09 05:00:00+00:00,0.081216492,-0.07804386968444277,0.5526833411645086
1981-03-10 05:00:00+00:00,0.077348508,-0.0476255980127781,0.5631019575427528
1981-03-11 05:00:00+00:00,0.074340694,-0.038886516078629474,0.5685936567591895
1981-03-12 05:00:00+00:00,0.077348508,0.04045985903763549,0.5856133547852733
1981-03-13 05:00:00+00:00,0.076489143,-0.011110298339562008,0.5803005200091198
1981-03-16 05:00:00+00:00,0.079497762,0.03933393527497109,0.580341103874741
1981-03-17 05:00:00+00:00,0.083364904,0.048644664990695086,0.5800106338211987
1981-03-18 05:00:00+00:00,0.088521153,0.06185155566184064,0.5985537414087841
1981-03-19 05:00:00+00:00,0.087661818,-0.009707679700014737,0.588025457134121
1981-03-20 05:00:00+00:00,0.088521153,0.00980284255569508,0.5891713658806782
1981-03-23 05:00:00+00:00,0.091959469,0.038841744413337986,0.6011924321100507
1981-03-24 05:00:00+00:00,0.091529764,-0.004672765128732936,0.581999963267789
1981-03-25 05:00:00+00:00,0.089810252,-0.01878636986325022,0.5845075915474719
1981-03-26 05:00:00+00:00,0.088091493,-0.019137670385336314,0.5796490573342785
1981-03-27 05:00:00+00:00,0.085083678,-0.034144216400101346,0.5873931393904052
1981-03-30 05:00:00+00:00,0.085083678,0.0,0.5834078575619153
1981-03-31 05:00:00+00:00,0.084224299,-0.010100397869494904,0.5792070833951554
1981-04-01 05:00:00+00:00,0.083364904,-0.010203646812186551,0.5639710117747072
1981-04-02 05:00:00+00:00,0.090670407,0.08763283647516684,0.5966348816382571
1981-04-03 05:00:00+00:00,0.091100059,0.004738613338307829,0.5731483495777512
1981-04-06 05:00:00+00:00,0.08938054,-0.018875059125922244,0.5756006799311942
1981-04-07 05:00:00+00:00,0.088521153,-0.009614922890374022,0.5655569848391674
1981-04-08 05:00:00+00:00,0.092818849,0.04854993246642403,0.5535854004376473
1981-04-09 05:00:00+00:00,0.094537579,0.018517036340323534,0.5543792356805735
1981-04-10 05:00:00+00:00,0.095826618,0.01363520214538183,0.5474880917874199
1981-04-13 05:00:00+00:00,0.095826618,0.0,0.5474746685279794
1981-04-14 05:00:00+00:00,0.095826618,0.0,0.5453745743832534
1981-04-15 05:00:00+00:00,0.091100059,-0.04932407194001154,0.564892265517655
1981-04-16 05:00:00+00:00,0.085943058,-0.05660809725710492,0.5891438735115937
1981-04-20 05:00:00+00:00,0.088521153,0.02999771080987146,0.5949591755548885
1981-04-21 05:00:00+00:00,0.094537579,0.06796596967054858,0.5769628658307308
1981-04-22 05:00:00+00:00,0.097975105,0.0363614769529903,0.560619100605087
1981-04-23 05:00:00+00:00,0.100553215,0.026313929441565742,0.5443357370750469
1981-04-24 05:00:00+00:00,0.09969385,-0.008546370198108555,0.5395465745859269
1981-04-27 04:00:00+00:00,0.098834477,-0.008620120498907369,0.5387859626350591
1981-04-28 04:00:00+00:00,0.097115703,-0.017390429455098055,0.5362283797046322
1981-04-29 04:00:00+00:00,0.095826618,-0.013273703017935179,0.5245828774487546
1981-04-30 04:00:00+00:00,0.097545423,0.017936613394829548,0.4981258878175494
1981-05-01 04:00:00+00:00,0.097545423,0.0,0.49664609067203513
1981-05-04 04:00:00+00:00,0.097115703,-0.004405332272740314,0.4969188855032988
1981-05-05 04:00:00+00:00,0.096686028,-0.004424361732726201,0.4859248127826787
1981-05-06 04:00:00+00:00,0.094107904,-0.026664907570719376,0.4927279924833923
1981-05-07 04:00:00+00:00,0.095396958,0.013697616727283535,0.49016046766537363
1981-05-08 04:00:00+00:00,0.096256331,0.009008389974028308,0.48615181718678807
1981-05-11 04:00:00+00:00,0.094107904,-0.02231985135606296,0.4793762989915706
1981-05-12 04:00:00+00:00,0.094107904,0.0,0.4793762989915706
1981-05-13 04:00:00+00:00,0.093678221,-0.004565854532261215,0.4782488449754148
1981-05-14 04:00:00+00:00,0.092389174,-0.013760370193195759,0.47927570757925225
1981-05-15 04:00:00+00:00,0.094537579,0.02325386089067094,0.41327480235133035
1981-05-18 04:00:00+00:00,0.096256331,0.01818062212064908,0.41595571651269525
1981-05-19 04:00:00+00:00,0.094537579,-0.017855989129691663,0.4155179928985861
1981-05-20 04:00:00+00:00,0.097545423,0.031816384889653326,0.42257057153767913
1981-05-21 04:00:00+00:00,0.103132151,0.05727309214702969,0.43130296446166383
1981-05-22 04:00:00+00:00,0.107858703,0.04583005352036151,0.44636282644658476
1981-05-26 04:00:00+00:00,0.107428998,-0.003983962239931693,0.4462477139559438
1981-05-27 04:00:00+00:00,0.113444686,0.05599687339539372,0.4705237390186509
1981-05-28 04:00:00+00:00,0.113444686,0.0,0.4705237390186509
1981-05-29 04:00:00+00:00,0.113874301,0.003786999771853594,0.44041239417985995
1981-06-01 04:00:00+00:00,0.113874301,0.0,0.39684073523104674
